O que é ENGENHARIA DE RESERV ATÓRIOS I 3º ANO – 2º SEMESTRE 2025 - 2026 1 Docente?	Prof. Dr. Geraldo A. R. Ramos 1Geraldo Ramos, BSc, MSc, PhD
Resuma: Fluídos Produzidos - Relações As relações dos fluidos produzidos são indicadores para determinar o tipo de reservatórios: Tipo de Reservatório m3 std/ m3 std Óleo RGL ≤ 900 Gás Condensado 900 < RGL < 18 000 Gás Seco RGL > 18 000 Tipo de Reservatório scf/bbl Óleo Pesado GOR ≤ 300 Óleo Leve 300 < GOR ≤ 100.000 Gás Condensado 100.000 < GOR ≤1.000.000 Gás Seco GOR > 1.000.000 Fonte: Environment Protection Agency (EPA), 2016 Fonte: Rosa et al, 2011 1 bbl = 5,615 ft3 = 0,159 m3 ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 6	Fluídos Produzidos - Relações As relações dos fluidos produzidos são indicadores para determinar o tipo de reservatórios: Tipo de Reservatório m3 std/ m3 std Óleo RGL ≤ 900 Gás Condensado 900 < RGL < 18 000 Gás Seco RGL > 18 000 Tipo de Reservatório scf/bbl Óleo Pesado GOR ≤ 300 Óleo Leve 300 < GOR ≤ 100.000 Gás Condensado 100.000 < GOR ≤1.000.000 Gás Seco GOR > 1.000.000 Fonte: Environment Protection Agency (EPA), 2016 Fonte: Rosa et al, 2011 1 bbl = 5,615 ft3 = 0,159 m3 ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 6
O que é Água injectada?	a água do mar usada em explorações petrolíferas, com o objectivo de manter a pressão do reservatório suficientemente alta, permitindo a elevação do petróleo do poço até a superfície
Resuma: Origem da Água Produzida  Água injectada é a água do mar usada em explorações petrolíferas, com o objectivo de manter a pressão do reservatório suficientemente alta, permitindo a elevação do petróleo do poço até a superfície.	Origem da Água Produzida  Água injectada é a água do mar usada em explorações petrolíferas, com o objectivo de manter a pressão do reservatório suficientemente alta, permitindo a elevação do petróleo do poço até a superfície. Esse processo é conhecido como recuperação secundária do óleo.  Aquífero é a zona saturada em água, que fica localizada abaixo do contacto óleo- água. Essa água é produzida em virtude de seus movimentos dentro da parte saturada em óleo. Água produzida é a oriunda da mistura da água injectada com a água originalmente presente no próprio reservatório (água conata + água do aquífero).  Água da formação é a água retida nos intertícios de uma rocha sedimentar desde a sua formação. O mesmo que a água congênita ou água fóssil. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 7
O que é Aquitardo?	uma formação geológica de natureza relativamente impermeável e semiconfinante, que transmite água com velocidade muito menor que a de um aquífero
Resuma: Origem da Água Produzida  Aquitardo é uma formação geológica de natureza relativamente impermeável e semiconfinante, que transmite água com velocidade muito menor que a de um aquífero.	Origem da Água Produzida  Aquitardo é uma formação geológica de natureza relativamente impermeável e semiconfinante, que transmite água com velocidade muito menor que a de um aquífero.  Zona de transição é a interface entre um aquífero e uma acumulação de hidrocarboneto, na qual os fluidos nos poros da camada de rocha vão percorrer toda a água até a região altamente saturada de óleo (saturação de água residual), dependendo das pressões capilares e da altura acima do nível de água livre.  Água dissolvida na fase de hidrocarbonetos: nas condições típicas do reservatório, a água é solúvel tanto no gás quanto no óleo. Em consequência das mudanças da pressão e da temperatura durante a produção de hidrocarbonetos, a água pode condensar ou evaporar.  Qual é a divergência entre água conata e de formação?:  Água de formação ou intersticial, a água que ocupa os volumes porosos ou os interstícios de uma rocha, mas, não necessariamente, desde a sua origem. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 8
O que é Água juvenil?	a água que é proveniente do interior da crosta terrestre e nunca entrou em contacto com a atmosfera
Resuma: Origem da Água Produzida  Água juvenil é a água que é proveniente do interior da crosta terrestre e nunca entrou em contacto com a atmosfera.	Origem da Água Produzida  Água juvenil é a água que é proveniente do interior da crosta terrestre e nunca entrou em contacto com a atmosfera.  Água lívre é a parte da água produzida, que embora flui juntamente com o óleo, forma camada contínua, não se encontrando dispersa sob forma de gotículas, no seio do óleo.  Água residual é a água que se encontra nos poros da rocha-reservatório e que não pode ser retirada devido a um valor mínimo de saturação, conhecido como saturação irredutível de água.  Água meteórica é a água que penetrou nas rochas em tempos geologicamente recentes. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 9
O que são as salmouras (brine)?	classificadas como águas que apresentam uma salinidade maior do que a salinidade média da água do mar, isto é, maior do que 35
Resuma: Origem da Água Produzida  BRINE: Com relação à salinidade das águas, as salmouras (brine) são classificadas como águas que apresentam uma salinidade maior do que a salinidade média da água do mar, isto é, maior do que 35.000 mg/L de sólidos dissolvidos totais (SDT).	Origem da Água Produzida  BRINE: Com relação à salinidade das águas, as salmouras (brine) são classificadas como águas que apresentam uma salinidade maior do que a salinidade média da água do mar, isto é, maior do que 35.000 mg/L de sólidos dissolvidos totais (SDT). Água salgada que preenche os poros de uma formação.  SALOBRA/SALOBRE: àgua com salinidade inferior à da água do mar, ou que contém mais sais minerais do que a água doce. 1 mg/L = 1 ppm (part per million = parte por milhão por peso)  ppm é o termo de concentração para definir a quantidade da substância em razão de massa.  Ppm é usado para medir a concentração de um contaminante ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 10
Resuma: MECANISMOS DE PRODUÇÃO ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 11	MECANISMOS DE PRODUÇÃO ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 11
O que são Quando os mecanismos naturais?	pouco eficientes, grande parte dos hidrocarbonetos fica retida no reservatório
Resuma: Mecanismo de Produção  A recuperação de hidrocarbonetos no reservatório ocorre em vários estágios.	Mecanismo de Produção  A recuperação de hidrocarbonetos no reservatório ocorre em vários estágios. Os fluidos estão submetidos a uma certa pressão para vencer a resistência oferecida pelos canais porosos.  A produção depende em dois efeitos principais:  A descompressão: que causa a expansão dos fluidos contidos no reservatório e contração do volume poroso;  O deslocamento do fluido por outro fluido: por exemplo, a invasão da zona de óleo por um aquífero.  Ao conjunto de factores que fazem desencadear esses efeitos dá-se o nome de mecanismos de produção de reservatórios.  Quando os mecanismos naturais são pouco eficientes, grande parte dos hidrocarbonetos fica retida no reservatório. Após a exaustão da energia natural, os reservatórios são candidatos ao emprego de técnicas adicionais. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 12
O que é Mecanismo de Produção Os mecanismos principais de produção são?	 Gás em solução;  Capa de gás (Gás de cobertura);  Influxo de água;  Combinado;  Segregação gravitacional.  Actualmente, tais métodos podem ser implantados desde o início com o intuito de maximizar o lucro associado ao projecto de exploração de uma jazida ao invés de esperar uma sensível queda de pressão do reservatório. Nota: Os mecanismos de produção compõe o que chamamos na indústria Petrolífera de recuperação primária que será o objecto de estudo no Curso de Engenharia de Reservatórios I. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 13
Resuma: Mecanismo de Produção Os mecanismos principais de produção são:  Gás em solução;  Capa de gás (Gás de cobertura);  Influxo de água;  Combinado;  Segregação gravitacional.	Mecanismo de Produção Os mecanismos principais de produção são:  Gás em solução;  Capa de gás (Gás de cobertura);  Influxo de água;  Combinado;  Segregação gravitacional.  Actualmente, tais métodos podem ser implantados desde o início com o intuito de maximizar o lucro associado ao projecto de exploração de uma jazida ao invés de esperar uma sensível queda de pressão do reservatório. Nota: Os mecanismos de produção compõe o que chamamos na indústria Petrolífera de recuperação primária que será o objecto de estudo no Curso de Engenharia de Reservatórios I. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 13
O que são Como o gás?	muito mais expansível que o líquido, é basicamente devido à sua expansão que vai permitir a produção do líquido
Resuma: Mecanismo de Gás em Solução  A produção de fluidos provoca redução na pressão, que por sua vez, proporciona a vaporização de mais componentes leves, acarretando a expansão dos fluidos.	Mecanismo de Gás em Solução  A produção de fluidos provoca redução na pressão, que por sua vez, proporciona a vaporização de mais componentes leves, acarretando a expansão dos fluidos.  Como o gás é muito mais expansível que o líquido, é basicamente devido à sua expansão que vai permitir a produção do líquido. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 14
O que é Mecanismo de Capa de Gás A zona de líquido?	colocada em produção e a zona de gás é preservada
Resuma: Mecanismo de Capa de Gás A zona de líquido é colocada em produção e a zona de gás é preservada.	Mecanismo de Capa de Gás A zona de líquido é colocada em produção e a zona de gás é preservada.  A zona de óleo é colocada em produção, o que acarreta uma redução na sua pressão devida à retirada de fluido.  Essa queda de pressão se transmite para a capa de gás, que se expande penetrando gradativamente na zona de óleo. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 15
O que é A zona de óleo?	colocada em produção e reduz a pressão no reservatório, que se faz sentir no aquífero
Resuma: Mecanismo de Influxo de Água  A zona de óleo é colocada em produção e reduz a pressão no reservatório, que se faz sentir no aquífero.	Mecanismo de Influxo de Água  A zona de óleo é colocada em produção e reduz a pressão no reservatório, que se faz sentir no aquífero.  O aquífer responde a queda de pressão através da expansão da água nele contida e da redução de seu volume poroso.  A água passa a invadir o espaço deixado pelo óleo produzido.  Isso é o influxo de água que desloca o óleo para os poços de produção. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 16
O que são Mecanismo Combinado Trata-se de combinação de um dos 3 mecanismos já citados?	 Mecanismo de Gás em Solução;  Mecanismo de Capa de Gás;  Mecanismo de Influxo de Água. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 17
Resuma: Mecanismo Combinado Trata-se de combinação de um dos 3 mecanismos já citados:  Mecanismo de Gás em Solução;  Mecanismo de Capa de Gás;  Mecanismo de Influxo de Água.	Mecanismo Combinado Trata-se de combinação de um dos 3 mecanismos já citados:  Mecanismo de Gás em Solução;  Mecanismo de Capa de Gás;  Mecanismo de Influxo de Água. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 17
Resuma: Mecanismo de Segregação Gravitacional  A gravidade faz os fluídos se arranjarem dentro do reservatório de acordo com as suas densidades.	Mecanismo de Segregação Gravitacional  A gravidade faz os fluídos se arranjarem dentro do reservatório de acordo com as suas densidades.  A gravidade faz com que uma parte do gás migre para o topo do reservatório criando uma capa de gás secundária.  Se o reservatório for sujeito a um aquífero, a diferença de densidade entre o óleo e a água impede da água ultrapassar o óleo, pelo efeito da gravidade. ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 18
Resuma: Mecanismo de Produção - RESUMO PARÂMETRO GÁS EM SOLUÇÃO INFLUXO DE ÁGUA CAPA DE GÁS Pressão Declínio rápido e contínuo Permanece elevada Declínio lentamente e contínuo Razão Gás-Óleo Baixa no início, subida abrupta, atinge um máximo e depois cai Permanece baixa Aumenta continuamente nos poços estruturas elevados Produção de Água Desprezível ou muito baixa Começa cedo e cresce até valores elevados Desprezível Comportamento de Poço Requer bombeio logo no início Surgente até a produção de água se torne excessiva Longo tempo de surgência Recuperação 5 à 25% 30 à 45% Condições excepcionais até 75% 20 à 40% ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 19	Mecanismo de Produção - RESUMO PARÂMETRO GÁS EM SOLUÇÃO INFLUXO DE ÁGUA CAPA DE GÁS Pressão Declínio rápido e contínuo Permanece elevada Declínio lentamente e contínuo Razão Gás-Óleo Baixa no início, subida abrupta, atinge um máximo e depois cai Permanece baixa Aumenta continuamente nos poços estruturas elevados Produção de Água Desprezível ou muito baixa Começa cedo e cresce até valores elevados Desprezível Comportamento de Poço Requer bombeio logo no início Surgente até a produção de água se torne excessiva Longo tempo de surgência Recuperação 5 à 25% 30 à 45% Condições excepcionais até 75% 20 à 40% ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 19
O que é e óleo B) Aumenta a densidade do óleo C) Impede totalmente a produção de água D)?	irrelevante para a eficiência de produção E) Saturação de óleo se torna irrelevante 3
Resuma: Consolidação da aula 20 ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 1.	Consolidação da aula 20 ENGENHARIA DE RESERVATÓRIOS - I GERALDO RAMOS, BSc, MSc, PhD 1. O óleo produzido em reservatórios leve caracteriza-se por: SIM NÃO A) Alta viscosidade e baixa mobilidade B) Baixa densidade e alta mobilidade C) Formação de gás livre em excesso D) Saturação irreductível de água igual a zero E) Exclusivamente líquido sem variação de densidade 2. O gás produzido em reservatórios influencia a recuperação de óleo porque: SIM NÃO A) Reduz a pressão do reservatório e facilita o fluxo de óleo B) Aumenta a densidade do óleo C) Impede totalmente a produção de água D) É irrelevante para a eficiência de produção E) Saturação de óleo se torna irrelevante 3. Reservatórios com mecanismo de water drive caracterizam-se por: SIM NÃO A) Manutenção da pressão por influxo de água do aquífero B) Elevação artificial de óleo via bombeio mecânico C) Expansão de gás dissolvido no óleo D) Exclusivamente produção de gás condensado E) Inexistência de óleo saturado
O que é líquido se condensa a partir de gás à medida que a pressão diminui B) Óleo leve?	produzido sem formação de gás C) A água do reservatório se transforma em gás D) A pressão está acima da pressão de saturação do gás E) Não há variação de densidade com pressão
